row_index,domain_id,source_value,source_id,ground_truth_concept_id,ground_truth_concept_name,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
2784,Drug,Ceftriaxone 2g kit inj,2785,46287335,ceftriaxone 2000 mg injection,"[{""concept_id"": 36275093, ""concept_name"": ""Ceftriaxone 2000 MG Injection Box of 5"", ""score"": 0.9371, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP3125968"", ""standard_concept"": ""S""}, {""concept_id"": 21042229, ""concept_name"": ""Ceftriaxone 2000 MG Injection Box of 1"", ""score"": 0.9348, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP354365"", ""standard_concept"": ""S""}, {""concept_id"": 21140282, ""concept_name"": ""Ceftriaxone 250 MG Injection Box of 1"", ""score"": 0.9323, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP354349"", ""standard_concept"": ""S""}, {""concept_id"": 44071822, ""concept_name"": ""Ceftriaxone 2000 MG Injectable Solution"", ""score"": 0.9323, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP1066453"", ""standard_concept"": ""S""}, {""concept_id"": 21160080, ""concept_name"": ""Ceftriaxone 20 MG/ML Injectable Solution Box of 1"", ""score"": 0.9322, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP354380"", ""standard_concept"": ""S""}]",s_or_c,36275093.0,Ceftriaxone 2000 MG Injection Box of 5,0.9371,RxNorm Extension,S,
2785,Drug,Cefazolin 1g inj,2786,46287338,cefazolin 1000 mg injection,"[{""concept_id"": 43030174, ""concept_name"": ""Cefazolin 0.1 MG/MG Injectable Solution"", ""score"": 0.9475, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4845243"", ""standard_concept"": ""S""}, {""concept_id"": 43639257, ""concept_name"": ""Cefazolin 1 MG/MG Injectable Solution"", ""score"": 0.9448, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP947507"", ""standard_concept"": ""S""}, {""concept_id"": 45790632, ""concept_name"": ""cefazolin 1g/1 INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9238, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""7823b7c5-e711-4dd1-8983-7a2eee5e1ea8"", ""standard_concept"": ""C""}, {""concept_id"": 44403566, ""concept_name"": ""cefazolin 1g/1 INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9238, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""d817edd2-1be1-4810-99cd-29f7584277d5"", ""standard_concept"": ""C""}, {""concept_id"": 44384472, ""concept_name"": ""cefazolin 1g/1 INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9238, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""54c4ca00-3209-4c18-b475-2bf50e57e73e"", ""standard_concept"": ""C""}]",s_or_c,43030174.0,Cefazolin 0.1 MG/MG Injectable Solution,0.9475,RxNorm Extension,S,
2786,Drug,Cefazolin 2g inj,2787,46287345,cefazolin 2000 mg injection,"[{""concept_id"": 43030169, ""concept_name"": ""Cefazolin 0.2 MG/MG Injectable Solution"", ""score"": 0.9327, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4845238"", ""standard_concept"": ""S""}, {""concept_id"": 45788883, ""concept_name"": ""cefazolin sodium 2g/100mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9127, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""6748dba5-40e3-4da6-91a1-b6cf400ece74"", ""standard_concept"": ""C""}, {""concept_id"": 36971193, ""concept_name"": ""cefazolin 2g/1 INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.91, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""90715b14-cf75-44e3-b31a-69976f5639dd"", ""standard_concept"": ""C""}]",s_or_c,43030169.0,Cefazolin 0.2 MG/MG Injectable Solution,0.9327,RxNorm Extension,S,
2787,Drug,Cefepime 1g inj,2788,46287354,cefepime 1000 mg injection,"[{""concept_id"": 589129, ""concept_name"": ""cefepime 1 MG/MG Injection"", ""score"": 0.9342, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP3137921"", ""standard_concept"": ""S""}, {""concept_id"": 41024269, ""concept_name"": ""cefepime 1 MG/MG Injectable Solution"", ""score"": 0.9295, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2222231"", ""standard_concept"": ""S""}, {""concept_id"": 1184270, ""concept_name"": ""cefepime 1g/50mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9268, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""8ddc9d81-90f9-48c7-ac4b-db2d0bc87033"", ""standard_concept"": ""C""}, {""concept_id"": 45896086, ""concept_name"": ""cefepime 1g/50mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9268, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""86133aaa-79ad-49bf-8b74-ab781c23bd63"", ""standard_concept"": ""C""}, {""concept_id"": 45802160, ""concept_name"": ""cefepime 1g/50mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9268, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""e9e39119-b089-4f5c-882a-56aac3af12f9"", ""standard_concept"": ""C""}]",s_or_c,589129.0,cefepime 1 MG/MG Injection,0.9342,RxNorm Extension,S,
2788,Drug,Cefoxitin 1g inj,2789,46287363,cefoxitin 1000 mg injection,"[{""concept_id"": 45645548, ""concept_name"": ""cefoxitin 10g/1 INTRAVENOUS INJECTION"", ""score"": 0.9383, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""adb10161-58ce-4cf0-8f0f-7023e141b65f"", ""standard_concept"": ""C""}, {""concept_id"": 46325168, ""concept_name"": ""cefoxitin 1g/1 INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9177, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""464620f4-b085-4450-8bb5-2085c3e7f2a5"", ""standard_concept"": ""C""}, {""concept_id"": 44381083, ""concept_name"": ""cefoxitin 1g/1 INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9177, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""4c9909f7-7ce7-2679-e054-00144ff8d46c"", ""standard_concept"": ""C""}, {""concept_id"": 45656952, ""concept_name"": ""cefoxitin 1g/10mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION"", ""score"": 0.9152, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""b432696a-f12e-4fd8-8385-d77613bb8c72"", ""standard_concept"": ""C""}, {""concept_id"": 46287363, ""concept_name"": ""cefoxitin 1000 MG Injection"", ""score"": 0.9035, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1665102"", ""standard_concept"": ""S""}]",s_or_c,45645548.0,cefoxitin 10g/1 INTRAVENOUS INJECTION,0.9383,SPL,C,
2789,Drug,Ciprofloxacin 200mg/100mL inj,2790,46287382,100 ml ciprofloxacin 2 mg/ml injection,"[{""concept_id"": 35858240, ""concept_name"": ""ciprofloxacin 200 MG Injectable Solution"", ""score"": 0.9572, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5014750"", ""standard_concept"": ""S""}, {""concept_id"": 35516633, ""concept_name"": ""ciprofloxacin 2mg/mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9489, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""c0328cd0-4e2e-4816-8c8f-0c10791c83a8"", ""standard_concept"": ""C""}, {""concept_id"": 45791316, ""concept_name"": ""ciprofloxacin 2mg/mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9489, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""7e67b5dc-57f4-4a74-b4d0-b8fcef926c7a"", ""standard_concept"": ""C""}, {""concept_id"": 1788183, ""concept_name"": ""ciprofloxacin 2mg/mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9489, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""bf016b16-8c91-487b-a43d-c4f433deff81"", ""standard_concept"": ""C""}]",s_or_c,35858240.0,ciprofloxacin 200 MG Injectable Solution,0.9572,RxNorm Extension,S,
2790,Drug,Lorazepam 4mg/1mL inj,2791,46287393,1 ml lorazepam 4 mg/ml injection,"[{""concept_id"": 46287395, ""concept_name"": ""lorazepam 4 MG/ML Injection"", ""score"": 0.9751, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1665328"", ""standard_concept"": ""S""}, {""concept_id"": 19057272, ""concept_name"": ""lorazepam 4 MG/ML Injectable Solution"", ""score"": 0.9709, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""238101"", ""standard_concept"": ""S""}, {""concept_id"": 46287393, ""concept_name"": ""1 ML lorazepam 4 MG/ML Injection"", ""score"": 0.9709, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1665326"", ""standard_concept"": ""S""}, {""concept_id"": 35777064, ""concept_name"": ""1 ML Lorazepam 4 MG/ML Injectable Solution"", ""score"": 0.9682, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2778525"", ""standard_concept"": ""S""}, {""concept_id"": 42922843, ""concept_name"": ""0.5 ML Lorazepam 4 MG/ML Injectable Solution"", ""score"": 0.9466, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4649643"", ""standard_concept"": ""S""}]",s_or_c,46287395.0,lorazepam 4 MG/ML Injection,0.9751,RxNorm,S,
2791,Drug,Ketorolac 30mg/1mL inj,2792,46287424,1 ml ketorolac tromethamine 30 mg/ml injection,"[{""concept_id"": 41337579, ""concept_name"": ""1 ML Ketorolac 30 MG/ML Injectable Solution"", ""score"": 0.9716, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP2535541"", ""standard_concept"": ""S""}, {""concept_id"": 46328445, ""concept_name"": ""ketorolac tromethamine 30mg/mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.9681, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""d06468b9-a8d8-4539-a39e-4b00e0383db8"", ""standard_concept"": ""C""}, {""concept_id"": 46287423, ""concept_name"": ""ketorolac tromethamine 30 MG/ML Injection"", ""score"": 0.9665, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1665460"", ""standard_concept"": ""S""}, {""concept_id"": 40164851, ""concept_name"": ""ketorolac tromethamine 30 MG/ML Injectable Solution"", ""score"": 0.9628, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""860096"", ""standard_concept"": ""S""}]",s_or_c,41337579.0,1 ML Ketorolac 30 MG/ML Injectable Solution,0.9716,RxNorm Extension,S,
2792,Drug,Levofloxacin 500mg/100mL inj,2793,46287443,100 ml levofloxacin 5 mg/ml injection,"[{""concept_id"": 35860708, ""concept_name"": ""levofloxacin 500 MG Injectable Solution"", ""score"": 0.9711, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5017135"", ""standard_concept"": ""S""}, {""concept_id"": 46328523, ""concept_name"": ""levofloxacin 5mg/mL INTRAVENOUS INJECTION"", ""score"": 0.9598, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""d3dd6c62-93fd-40d3-9fe5-47dbfe75c34f"", ""standard_concept"": ""C""}, {""concept_id"": 45780964, ""concept_name"": ""levofloxacin 5mg/mL INTRAVENOUS INJECTION"", ""score"": 0.9598, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""1bc8c364-a085-420d-9cb0-cc54a98a14e3"", ""standard_concept"": ""C""}, {""concept_id"": 37275776, ""concept_name"": ""levofloxacin 5mg/mL INTRAVENOUS INJECTION"", ""score"": 0.9598, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""d2cd980c-648b-4efd-b39d-49c8e0f8f9b9"", ""standard_concept"": ""C""}, {""concept_id"": 36600672, ""concept_name"": ""levofloxacin 5mg/mL INTRAVENOUS INJECTION"", ""score"": 0.9598, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""941b1e2b-9aca-43c3-e053-2995a90a0ac3"", ""standard_concept"": ""C""}]",s_or_c,35860708.0,levofloxacin 500 MG Injectable Solution,0.9711,RxNorm Extension,S,
2793,Drug,Levofloxacin 750mg/150mL inj,2794,46287449,150 ml levofloxacin 5 mg/ml injection,"[{""concept_id"": 35860801, ""concept_name"": ""levofloxacin 150 MG/ML Injectable Solution"", ""score"": 0.9485, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP5017377"", ""standard_concept"": ""S""}, {""concept_id"": 45784719, ""concept_name"": ""levofloxacin 500mg/20mL / 750mg/30mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE"", ""score"": 0.9426, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""4038a1a3-cb4c-4724-bcbc-e5ffccb43c42"", ""standard_concept"": ""C""}, {""concept_id"": 44403255, ""concept_name"": ""levofloxacin 500mg/20mL / 750mg/30mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE"", ""score"": 0.9426, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""d57e39a2-9919-4290-a1d8-ee96fe07f0c2"", ""standard_concept"": ""C""}, {""concept_id"": 42518889, ""concept_name"": ""levofloxacin 500mg/20mL / 750mg/30mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE"", ""score"": 0.9426, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""7cbe9aab-022b-475a-9c85-1ccd7b3369ba"", ""standard_concept"": ""C""}, {""concept_id"": 36141694, ""concept_name"": ""levofloxacin 500mg/20mL / 750mg/30mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE"", ""score"": 0.9426, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""b302d53d-76af-480c-a710-a60552ae4b40"", ""standard_concept"": ""C""}]",s_or_c,35860801.0,levofloxacin 150 MG/ML Injectable Solution,0.9485,RxNorm Extension,S,
2794,Drug,Midazolam 5mg/5mL inj,2795,46287620,5 ml midazolam 1 mg/ml injection,"[{""concept_id"": 45783650, ""concept_name"": ""midazolam hcl .5mg/mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.969, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""3575bf68-e932-4198-bdb7-038b4f11801d"", ""standard_concept"": ""C""}, {""concept_id"": 45783612, ""concept_name"": ""midazolam hcl .5mg/mL INTRAVENOUS INJECTION, SOLUTION"", ""score"": 0.969, ""vocabulary_id"": ""SPL"", ""domain_id"": ""Drug"", ""concept_code"": ""350effd7-cee9-489f-8cd1-3fc743ad5cdc"", ""standard_concept"": ""C""}, {""concept_id"": 46287622, ""concept_name"": ""midazolam 5 MG/ML Injection"", ""score"": 0.9678, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1666815"", ""standard_concept"": ""S""}, {""concept_id"": 36418687, ""concept_name"": ""5 ML Midazolam 5 MG/ML Injectable Solution"", ""score"": 0.9634, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP4760992"", ""standard_concept"": ""S""}, {""concept_id"": 43291649, ""concept_name"": ""10 ML Midazolam 5 MG/ML Injection"", ""score"": 0.9623, ""vocabulary_id"": ""RxNorm Extension"", ""domain_id"": ""Drug"", ""concept_code"": ""OMOP563690"", ""standard_concept"": ""S""}]",s_or_c,45783650.0,"midazolam hcl .5mg/mL INTRAVENOUS INJECTION, SOLUTION",0.969,SPL,C,
2795,Drug,Trestan* cap,2796,2001000036,,"[{""concept_id"": 36233921, ""concept_name"": ""Capstar Pill"", ""score"": 0.5196, ""vocabulary_id"": ""RxNorm"", ""domain_id"": ""Drug"", ""concept_code"": ""1173670"", ""standard_concept"": ""C""}]",s_or_c,36233921.0,Capstar Pill,0.5196,RxNorm,C,
2796,Measurement,set Pressure Support Pressure,2797,3000461,pressure support setting ventilator,"[{""concept_id"": 3000461, ""concept_name"": ""Pressure support setting Ventilator"", ""score"": 0.7121, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""20079-0"", ""standard_concept"": ""S""}]",s_or_c,3000461.0,Pressure support setting Ventilator,0.7121,LOINC,S,
2797,Measurement,white blood cell,2798,3000905,leukocytes [#/volume] in blood by automated count,"[{""concept_id"": 4094422, ""concept_name"": ""White blood cell morphology"", ""score"": 0.8014, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""250272005"", ""standard_concept"": ""S""}, {""concept_id"": 36769368, ""concept_name"": ""Granulocytes"", ""score"": 0.7527, ""vocabulary_id"": ""Cancer Modifier"", ""domain_id"": ""Measurement"", ""concept_code"": ""OMOP4999044"", ""standard_concept"": ""S""}, {""concept_id"": 36770405, ""concept_name"": ""Myelocytes"", ""score"": 0.7462, ""vocabulary_id"": ""Cancer Modifier"", ""domain_id"": ""Measurement"", ""concept_code"": ""OMOP5000085"", ""standard_concept"": ""S""}]",s_or_c,4094422.0,White blood cell morphology,0.8014,SNOMED,S,
2798,Measurement,hemoglobin,2799,3000963,hemoglobin [mass/volume] in blood,"[{""concept_id"": 40786248, ""concept_name"": ""Dyshemoglobin"", ""score"": 0.8153, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP31772-4"", ""standard_concept"": ""C""}]",s_or_c,40786248.0,Dyshemoglobin,0.8153,LOINC,C,
2799,Measurement,Pulse Rate,2800,3001376,heart rate by pulse oximetry,"[{""concept_id"": 4301868, ""concept_name"": ""Pulse rate"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""78564009"", ""standard_concept"": ""S""}, {""concept_id"": 3027018, ""concept_name"": ""Heart rate"", ""score"": 0.9159, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""8867-4"", ""standard_concept"": ""S""}, {""concept_id"": 45876226, ""concept_name"": ""Heart rate"", ""score"": 0.9159, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""HRTRATE"", ""standard_concept"": ""C""}, {""concept_id"": 1004025, ""concept_name"": ""Heart rate"", ""score"": 0.9159, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP29713-2"", ""standard_concept"": ""C""}, {""concept_id"": 1003106, ""concept_name"": ""General heart rate"", ""score"": 0.9121, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP7807-3"", ""standard_concept"": ""C""}]",s_or_c,4301868.0,Pulse rate,1.0,SNOMED,S,
2800,Measurement,Metamyelocyte,2801,3002179,metamyelocytes/leukocytes in blood,"[{""concept_id"": 36768123, ""concept_name"": ""Metamyelocytes"", ""score"": 0.9698, ""vocabulary_id"": ""Cancer Modifier"", ""domain_id"": ""Measurement"", ""concept_code"": ""OMOP4997798"", ""standard_concept"": ""S""}, {""concept_id"": 36770405, ""concept_name"": ""Myelocytes"", ""score"": 0.8491, ""vocabulary_id"": ""Cancer Modifier"", ""domain_id"": ""Measurement"", ""concept_code"": ""OMOP5000085"", ""standard_concept"": ""S""}, {""concept_id"": 4306418, ""concept_name"": ""Metamyelocytes present"", ""score"": 0.8312, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165546001"", ""standard_concept"": ""S""}, {""concept_id"": 4077505, ""concept_name"": ""Myelocytes in blood"", ""score"": 0.7788, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""275757008"", ""standard_concept"": ""S""}, {""concept_id"": 37393322, ""concept_name"": ""Percentage metamyelocytes"", ""score"": 0.768, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1015511000000101"", ""standard_concept"": ""S""}]",s_or_c,36768123.0,Metamyelocytes,0.9698,Cancer Modifier,S,
2801,Measurement,Platelet Distribution Width,2802,3002736,platelet distribution width [entitic volume] in blood by automated count,"[{""concept_id"": 4097620, ""concept_name"": ""Platelet distribution width measurement"", ""score"": 0.9275, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""250313005"", ""standard_concept"": ""S""}, {""concept_id"": 37174412, ""concept_name"": ""Platelet distribution width percent in blood"", ""score"": 0.8692, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""3181000237104"", ""standard_concept"": ""S""}, {""concept_id"": 4215512, ""concept_name"": ""Platelet diameter"", ""score"": 0.8169, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""416684009"", ""standard_concept"": ""S""}, {""concept_id"": 3039417, ""concept_name"": ""Platelet distribution width [Ratio] in Blood"", ""score"": 0.8045, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""51631-0"", ""standard_concept"": ""S""}, {""concept_id"": 37076048, ""concept_name"": ""Platelet distribution width | Blood | Hematology and Cell counts"", ""score"": 0.7918, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP393240-9"", ""standard_concept"": ""C""}]",s_or_c,4097620.0,Platelet distribution width measurement,0.9275,SNOMED,S,
